age,gender,field,lfs,contract,js,educ,peduc,wage,hours,empstat_edt,couple,child,lit,num,ps
62,Male,"Engineering, manufacturing and construction",Employed,NA,Neither satisfied nor dissatisfied,12,Neither parent has attained upper secondary,NA,50,3,1,2,-0.751023054,0.159590051,-0.757698655
46,Female,Health and welfare,Employed,An indefinite contract,Satisfied,14,"At least one parent has attained secondary and post-secondary, non-tertiary",992.0520231,20,2,1,2,1.362744212,1.057009697,0.295353264
56,Female,"Humanities, languages and arts",Employed,A fixed term contract,Dissatisfied,14,NA,800,8,2,1,2,0.353686839,0.347422302,NA
48,Female,Teacher training and education science,Out of the labour force,NA,NA,14,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,1,2,-0.738858461,-1.15799737,-1.565569878
42,Female,"Humanities, languages and arts",Employed,A fixed term contract,Dissatisfied,16,At least one parent has attained tertiary,NA,40,1,NA,NA,0.544379294,1.400293589,0.525661945
62,Female,General programmes,Out of the labour force,NA,NA,12,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,1,2,-1.854164004,-1.371474385,-2.703637838
38,Female,General programmes,Employed,An indefinite contract,Neither satisfied nor dissatisfied,14,At least one parent has attained tertiary,1664.739884,50,1,0,NA,1.038847327,0.586008489,0.664695621
64,Male,"Social sciences, business and law",Employed,A fixed term contract,Satisfied,16,Neither parent has attained upper secondary,990.9165979,35,1,1,2,-0.334082901,0.130407512,-1.039382219
48,Male,General programmes,Employed,An indefinite contract,Satisfied,12,Neither parent has attained upper secondary,924.8554913,40,1,1,2,-0.797904968,-0.879586458,-1.142861247
26,Female,NA,Employed,A fixed term contract,Satisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",1200,50,1,0,NA,0.538002074,0.39500469,NA
16,Male,NA,Out of the labour force,NA,NA,9,At least one parent has attained tertiary,NA,0,3,0,NA,-1.414585114,-1.698123217,NA
62,Female,General programmes,Out of the labour force,NA,NA,12,Neither parent has attained upper secondary,NA,0,3,1,2,-1.206433058,-0.843963444,NA
18,Female,NA,Out of the labour force,NA,NA,9,At least one parent has attained tertiary,NA,0,3,0,NA,0.688591123,-0.07874921,0.203867614
40,Male,General programmes,Employed,An indefinite contract,Dissatisfied,12,Neither parent has attained upper secondary,3279.552817,35,1,NA,NA,0.829052567,1.111244321,NA
23,Male,General programmes,Employed,An indefinite contract,Satisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",840,27,2,0,NA,1.781030059,1.310065269,NA
43,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Neither satisfied nor dissatisfied,16,"At least one parent has attained secondary and post-secondary, non-tertiary",3468.208092,40,1,1,3,1.131203532,1.407540321,NA
42,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Neither satisfied nor dissatisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",1881.973384,43,1,1,NA,-0.516668677,-0.396220535,-0.146813646
61,Male,NA,Employed,A fixed term contract,Dissatisfied,9,"At least one parent has attained secondary and post-secondary, non-tertiary",900,12,1,1,2,-0.188781768,-0.568850994,NA
29,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Satisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",1335.697115,48,1,1,NA,0.090901874,-0.156671584,-0.80613029
32,Female,General programmes,Out of the labour force,NA,NA,9,At least one parent has attained tertiary,NA,0,3,1,NA,1.486313701,0.851700962,1.834764123
60,Female,General programmes,Out of the labour force,NA,NA,12,Neither parent has attained upper secondary,NA,0,3,1,NA,-0.18539834,1.071998715,0.030693203
27,Male,General programmes,Employed,An indefinite contract,Satisfied,14,"At least one parent has attained secondary and post-secondary, non-tertiary",1541.425819,45,1,NA,NA,0.069287524,-0.070736624,1.244861722
27,Male,"Science, mathematics and computing",Employed,An indefinite contract,Satisfied,16,At least one parent has attained tertiary,2196.531792,40,1,1,1,0.452411026,1.207862735,1.765093207
43,Female,Health and welfare,Employed,An indefinite contract,Extremely satisfied,14,Neither parent has attained upper secondary,NA,42,1,1,NA,-0.508060157,-1.091576934,NA
36,Female,"Humanities, languages and arts",Employed,A temporary employment agency contract,Satisfied,14,NA,1500,45,1,NA,NA,0.674944341,0.857492685,1.128798127
46,Female,"Humanities, languages and arts",Employed,An indefinite contract,Neither satisfied nor dissatisfied,14,At least one parent has attained tertiary,1116.346154,40,2,1,2,1.678862095,1.20708704,0.767940104
20,Male,General programmes,Out of the labour force,NA,NA,12,At least one parent has attained tertiary,NA,0,3,0,NA,0.811324418,0.633790851,NA
40,Male,"Social sciences, business and law",Employed,An indefinite contract,Neither satisfied nor dissatisfied,16,NA,1425.818882,60,1,1,2,0.372118026,0.863675952,0.768239141
46,Female,General programmes,Employed,An indefinite contract,Satisfied,12,Neither parent has attained upper secondary,887.5739645,65,1,1,2,-0.854316294,-0.750409067,NA
53,Female,"Social sciences, business and law",Employed,An indefinite contract,Neither satisfied nor dissatisfied,16,"At least one parent has attained secondary and post-secondary, non-tertiary",2489.995554,39,1,1,3,1.09019196,1.184199929,0.269831389
44,Female,General programmes,Employed,A fixed term contract,Neither satisfied nor dissatisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",908.361204,23,2,1,2,-0.101907931,-0.099616177,NA
29,Female,"Humanities, languages and arts",Unemployed,NA,NA,16,At least one parent has attained tertiary,NA,0,3,0,NA,1.563271046,0.593712032,NA
39,Female,"Social sciences, business and law",Employed,An indefinite contract,Satisfied,14,At least one parent has attained tertiary,1734.104046,40,1,1,NA,0.557143807,1.070566297,0.228761196
55,Female,Teacher training and education science,Employed,An indefinite contract,Satisfied,14,At least one parent has attained tertiary,3125,40,1,1,3,0.973757148,0.18080698,NA
54,Male,Agriculture and veterinary,Employed,An indefinite contract,Satisfied,18,At least one parent has attained tertiary,4326.923077,40,1,1,2,1.423094511,1.974819899,0.910071552
20,Male,General programmes,Employed,An indefinite contract,Extremely satisfied,12,At least one parent has attained tertiary,1252.747253,35,2,0,NA,-0.214623302,-0.732183397,NA
62,Male,"Social sciences, business and law",Out of the labour force,NA,NA,16,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,1,3,1.267311335,1.970072031,-1.088961363
46,Female,Health and welfare,Employed,An indefinite contract,Satisfied,14,"At least one parent has attained secondary and post-secondary, non-tertiary",1130.378934,45,1,1,2,-0.859444201,-0.442912161,-1.230791092
43,Female,Teacher training and education science,Employed,An indefinite contract,Satisfied,14,Neither parent has attained upper secondary,1271.676301,40,1,1,NA,1.507349968,1.318052053,0.936156809
54,Female,"Humanities, languages and arts",Employed,An indefinite contract,Satisfied,16,Neither parent has attained upper secondary,2473.220421,55,1,1,2,0.54775852,0.682972312,-1.268198729
42,Male,General programmes,Employed,NA,Satisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,30,3,1,2,0.040727858,0.109977603,NA
29,Male,General programmes,Employed,An indefinite contract,Satisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",1502.890173,40,1,NA,NA,-0.096380331,-0.645456851,-0.864599705
47,Female,Teacher training and education science,Employed,An indefinite contract,Satisfied,16,"At least one parent has attained secondary and post-secondary, non-tertiary",3259.004002,50,1,1,2,0.772799671,0.651368141,-0.221421897
24,Female,General programmes,Employed,An indefinite contract,Neither satisfied nor dissatisfied,12,At least one parent has attained tertiary,850,5,2,0,NA,-1.266973495,-1.400025964,NA
37,Male,NA,Employed,NA,Neither satisfied nor dissatisfied,9,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,48,1,1,3,-0.066809326,-0.14448531,NA
60,Female,Teacher training and education science,Employed,NA,Extremely dissatisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,50,1,NA,2,0.057556149,-0.528297186,NA
61,Male,General programmes,Out of the labour force,NA,NA,12,NA,NA,0,3,1,NA,-1.599694729,-1.086446524,NA
61,Female,Teacher training and education science,Employed,A fixed term contract,Extremely satisfied,10,Neither parent has attained upper secondary,700,35,2,1,2,-0.10376554,-0.250807762,NA
62,Female,General programmes,Employed,A fixed term contract,Neither satisfied nor dissatisfied,12,At least one parent has attained tertiary,935.8656758,21,2,0,3,0.26631698,-0.166249126,NA
39,Female,"Social sciences, business and law",Out of the labour force,NA,NA,14,At least one parent has attained tertiary,NA,0,3,1,2,0.538141131,0.615544021,-0.003762401
23,Female,Health and welfare,Employed,An indefinite contract,Neither satisfied nor dissatisfied,14,At least one parent has attained tertiary,1197.357556,56,1,0,NA,0.822842956,0.161576152,NA
38,Female,Services,Employed,NA,Extremely satisfied,14,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,60,1,1,2,-0.244314969,-0.377234399,-0.649425507
38,Male,General programmes,Employed,An indefinite contract,Neither satisfied nor dissatisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",2569.043031,45,1,1,2,0.015493796,-0.082497202,-0.778930426
62,Male,"Social sciences, business and law",Employed,An indefinite contract,Extremely satisfied,16,At least one parent has attained tertiary,2433.83024,38,1,1,NA,0.890586793,1.061550856,NA
40,Male,General programmes,Employed,An indefinite contract,Satisfied,12,At least one parent has attained tertiary,1761.629507,42,1,0,NA,0.11570777,-0.015515819,0.587200344
45,Female,General programmes,Employed,NA,Extremely satisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,3,3,1,NA,-0.161902085,0.578874588,1.142997622
49,Female,Teacher training and education science,Employed,A fixed term contract,Satisfied,14,"At least one parent has attained secondary and post-secondary, non-tertiary",1100.42735,18,2,1,2,-0.263529599,0.172452763,-0.850305021
18,Male,NA,Employed,An indefinite contract,Extremely satisfied,9,At least one parent has attained tertiary,772.1367521,27,2,0,NA,-1.101905227,-1.427301526,-0.289377064
27,Female,Agriculture and veterinary,Out of the labour force,NA,NA,18,At least one parent has attained tertiary,NA,0,3,0,NA,0.907575965,0.582531691,0.518382788
42,Female,General programmes,Employed,A fixed term contract,Satisfied,14,"At least one parent has attained secondary and post-secondary, non-tertiary",1453.344344,35,1,NA,NA,0.440811217,-0.041663155,0.926170349
20,Male,General programmes,Out of the labour force,NA,NA,12,At least one parent has attained tertiary,NA,0,3,0,NA,1.019099832,1.573655009,NA
16,Female,NA,Employed,An indefinite contract,Extremely satisfied,9,NA,832.3699422,25,3,0,NA,-2.698859692,-3.561008692,NA
53,Male,"Engineering, manufacturing and construction",Employed,NA,Satisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,25,2,0,1,-1.150784254,0.039201263,-1.729439497
47,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Neither satisfied nor dissatisfied,10,"At least one parent has attained secondary and post-secondary, non-tertiary",3846.153846,40,1,1,NA,0.57589674,0.11739482,-0.297205955
44,Male,"Humanities, languages and arts",Employed,An indefinite contract,Neither satisfied nor dissatisfied,16,"At least one parent has attained secondary and post-secondary, non-tertiary",1862.432686,45,1,1,2,1.667175174,1.548308253,-0.179635808
25,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Satisfied,18,At least one parent has attained tertiary,NA,50,1,0,NA,1.051014423,1.082684398,1.414415002
49,Female,Teacher training and education science,Employed,A fixed term contract,Satisfied,12,Neither parent has attained upper secondary,2631.578947,38,1,1,1,0.945361674,0.810808599,1.504563212
27,Female,"Social sciences, business and law",Employed,An indefinite contract,Neither satisfied nor dissatisfied,16,At least one parent has attained tertiary,1445.086705,40,1,0,NA,-0.997454822,-1.035954237,0.065617017
54,Male,"Engineering, manufacturing and construction",Employed,A fixed term contract,Satisfied,16,NA,1923.076923,40,1,1,2,-1.22520864,-0.60451299,-1.835226536
33,Female,NA,Out of the labour force,NA,NA,9,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,1,1,0.59206897,0.034230702,NA
17,Male,NA,Out of the labour force,NA,NA,9,Neither parent has attained upper secondary,NA,0,3,0,NA,-2.139409065,-2.274369717,-1.631374717
32,Female,"Social sciences, business and law",Employed,An indefinite contract,Neither satisfied nor dissatisfied,16,"At least one parent has attained secondary and post-secondary, non-tertiary",1950.172299,40,1,1,1,0.008424472,0.049345389,-0.059188452
33,Male,"Social sciences, business and law",Employed,An indefinite contract,Satisfied,16,At least one parent has attained tertiary,2845.265385,60,1,1,2,1.402534246,1.597629905,1.594672203
60,Male,General programmes,Out of the labour force,NA,NA,12,Neither parent has attained upper secondary,NA,0,3,1,3,0.039781034,0.85033524,-0.632755756
41,Female,Services,Employed,A temporary employment agency contract,Neither satisfied nor dissatisfied,14,"At least one parent has attained secondary and post-secondary, non-tertiary",300,37,1,1,1,0.213316724,0.320758343,-0.347107887
